"DisplayName","AppId","ObjectId","ServicePrincipalType","AccountEnabled","CreatedDateTime","LastSignInDateTime","Owners","SignInAudience","HomepageURL","Tags","SecretExpiryDates","CertificateExpiryDates","ApiPermissions","AppRoleAssignments"
"Office 365 SharePoint Online","00000003-0000-0ff1-ce00-000000000000","e69948e1-268a-4960-94f3-a8c00432d04c","Application","True","Unknown","No sign-in found","App object not found","N/A",,"disableAcceptingTenantedPassthroughTokens; disableRequestingTenantedPassthroughTokens","None","None","None","None"
"Microsoft.Azure.ActiveDirectoryIUX","bb8f18b0-9c38-48c9-a847-e1ef3af0602d","e6b56478-95aa-4a3e-8369-831ca95a8259","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"Azure Security Insights","98785600-1bb7-4fb9-b9fa-19afe2c8a360","e7b3b319-cd0f-4b67-9931-64c4b4422075","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"SharePoint Online Web Client Extensibility","08e18876-6177-487e-b8b5-cf950c1e598c","e7cb4056-c6e8-4a32-885f-1dbbf3da153a","Application","True","Unknown","No sign-in found","App object not found","N/A",,"disableAcceptingTenantedPassthroughTokens; disableRequestingTenantedPassthroughTokens","None","None","Resource: 10f06858-e515-4173-a2de-4d882e6ff75d | Scope: SensitivityLabel.Read TeamsTab.Create AppCatalog.Read.All AppCatalog.Submit Channel.ReadBasic.All EduAssignments.ReadBasic EduRoster.ReadBasic Files.Read.All Files.ReadWrite.All Group.Read.All People.Read People.Read.All Presence.Read.All TeamsAppInstallation.ReadWriteSelfForTeam User.Read User.ReadBasic.All Tasks.ReadWrite Group-Conversation.ReadWrite.All Team.ReadBasic.All Channel.Create Sites.Read.All TeamsAppInstallation.ReadWriteForTeam PrinterShare.ReadBasic.All PrintJob.Create PrintJob.ReadBasic FileStorageContainer.Selected Calendars.Read Files.Read GroupMember.Read.All InformationProtectionPolicy.Read ChatMember.Read; Resource: 332cca08-070e-4f7a-80a5-7df0c0e441fc | Scope: MLModel.Execute.All Report.Read.All UserState.ReadWrite.All Dataset.Read.All; Resource: a0056ebc-1aec-47e9-b1c9-38999a9eb38c | Scope: user_impersonation; Resource: c28a00a6-f267-4a0e-9291-bd1ccdfcdc41 | Scope: Sites.FullControl.All ExternalConnection.ReadWrite.All; Resource: 94098617-b964-43f0-95fc-62dfa6be6b06 | Scope: Calendars.Read User.Read User.ReadBasic.All; Resource: 0da51bb1-52cb-49f8-ae7d-1def36b3c937 | Scope: user_impersonation; Resource: e69948e1-268a-4960-94f3-a8c00432d04c | Scope: Files.ReadWrite.All TermStore.ReadWrite.All Sites.ReadWrite.All Sites.FullControl.All; Resource: ae8beb37-2212-4b1c-9fbf-c08251b3d9c5 | Scope: Forms.ReadWrite","None"
"SubscriptionRP","e3335adb-5ca0-40dc-b8d3-bedc094e523b","e7cd4e3d-1c0c-4970-8b2a-f9b11c47e14a","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"Azure Monitor Control Service","e933bd07-d2ee-4f1d-933c-3752b819567b","ea49568d-f488-4871-97d7-618fb044e06d","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"Microsoft Flow Portal","6204c1d1-4712-4c46-a7d9-3ed63d992682","eb74f444-415a-4e61-93dc-846f5eaa67fb","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"Cloud Infrastructure Entitlement Management","b46c3ac5-9da6-418f-a849-0a07a10b3c6c","ebe022dc-c120-4455-b941-687b79a8076b","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"Network Watcher","7c33bfcb-8d33-48d6-8e60-dc6404003489","ec0ae23b-90e7-4fea-bdd0-84f025338296","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"AKS Deployment Safeguards","589ce44b-ca13-4384-89e2-dd4e642a4b37","ec12fe91-43c8-435c-9a0e-b8699cf4259c","Application","True","Unknown","No sign-in found","App object not found","N/A",,"disableLegacyUserImpersonationClient; disableLegacyUserImpersonationResource; GitCreatedApp","None","None","None","None"
"Dynamics Data Integration","2e49aa60-1bd3-43b6-8ab6-03ada3d9f08b","ec37bf5b-eae9-44f4-8741-6c631a26314f","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
"Azure DNS","19947cfd-0303-466c-ac3c-fcc19a7a1570","ed4101c0-b394-4ea5-a62d-74f7911b3155","Application","True","Unknown","No sign-in found","App object not found","N/A",,"","None","None","None","None"
